SKU;Produto;Quantidade Vendida;Primeiro Nome;Sobrenome;idade;Data;Loja;Preco Unitario;;;; 
HL4379; Televisão ;5;Carlos;Melo;54;08/05/2018;Curitiba;R$ 2.500,00;;;;
HL2714; Tablet ;2;Marina;Marins;39;7/23/2018;São Paulo;R$ 1.600,00;;;;
HL1918; iPhone ;4;Julia;Teixeira;73;06/05/2018;Goiânia;R$ 5.300,00;;;;
HL1918; iPhone ;5;Roberto;Mattos;68;02/08/2018;Curitiba;R$ 5.300,00;;;;
HL2714; Tablet ;2;Raissa;Sales;88;9/21/2018;Goiânia;R$ 1.600,00;;;;
HL1918; iPhone ;1;Tiago;Pereira;34;11/23/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;1;Katharina;Barros;80;12/14/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL8851; Notebook ;5;Matheus;Afonso;85;2/14/2018;Salvador;R$ 3.500,00;;;;
HL1918; iPhone ;4;Rafael;Ramos;21;2/28/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;3;Guilherme;Monteiro;85;10/29/2018;Salvador;R$ 2.500,00;;;;
HL1918; iPhone ;4;Larissa;Vasconcellos;54;05/03/2018;São Paulo;R$ 5.300,00;;;;
HL1148; Câmera ;2;Antonio;Bernhardt;20;6/26/2018;Fortaleza;R$ 2.100,00;;;;
HL9962; Android ;2;Amanda;Delgado;19;05/03/2018;São Paulo;R$ 3.400,00;;;;
HL8851; Notebook ;5;Arthur;Rocha;82;9/18/2018;São Paulo;R$ 3.500,00;;;;
HL7348; SmartWatch ;4;Matheus;Gomes;42;6/26/2018;Curitiba;R$ 1.400,00;;;;
HL1918; iPhone ;3;Paola;Abreu;35;12/09/2018;Recife;R$ 5.300,00;;;;
HL9962; Android ;2;Jonatas;Essaber;33;04/03/2018;Fortaleza;R$ 3.400,00;;;;
HL1918; iPhone ;2;Luana;Santos;43;11/14/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;1;Lorena;Carvalho;63;02/10/2018;Goiânia;R$ 5.300,00;;;;
HL4379; Televisão ;4;Leonardo;Ferreira;57;02/05/2018;Porto Alegre;R$ 2.500,00;;;;
HL7348; SmartWatch ;5;Leandro;Rodrigues;82;9/24/2018;Salvador;R$ 1.400,00;;;;
HL4379; Televisão ;5;Marcelo;Guadagnino;90;10/22/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1918; iPhone ;3;João;Peçanha;88;9/15/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;2;Tayla;Lima;75;03/12/2018;São Paulo;R$ 5.300,00;;;;
HL8851; Notebook ;5;Isabela;Resende;55;07/04/2018;Salvador;R$ 3.500,00;;;;
HL4379; Televisão ;1;Lucas;Junior;30;10/17/2018;São Paulo;R$ 2.500,00;;;;
HL1918; iPhone ;4;Raissa;Sales;42;7/17/2018;Salvador;R$ 5.300,00;;;;
HL9962; Android ;3;Victor;Ferreira;24;3/18/2018;Recife;R$ 3.400,00;;;;
HL7348; SmartWatch ;5;Patrick;Silva;70;10/28/2018;Recife;R$ 1.400,00;;;;
HL1918; iPhone ;2;Gabrielle;Silva;32;10/01/2018;Porto Alegre;R$ 5.300,00;;;;
HL7348; SmartWatch ;4;Beatriz;Biase;81;11/08/2018;Goiânia;R$ 1.400,00;;;;
HL1918; iPhone ;5;Bernard;Pedrosa;39;06/10/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;4;Victor;Zakhm;64;01/09/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL9962; Android ;5;Bernardo;Nauenberg;73;2/22/2018;Fortaleza;R$ 3.400,00;;;;
HL7348; SmartWatch ;3;Isabella;Rodrigues;48;7/16/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL1918; iPhone ;1;Giselia;Thiele;40;12/04/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;3;Natalia;Guedes;54;2/13/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;4;Hanna;Fonseca;79;10/26/2018;Salvador;R$ 5.300,00;;;;
HL1918; iPhone ;1;Dykson;Silva;28;03/09/2018;São Paulo;R$ 5.300,00;;;;
HL8851; Notebook ;5;Clara;Silveira;62;5/15/2018;Curitiba;R$ 3.500,00;;;;
HL8851; Notebook ;1;Lucas;Freire;72;3/27/2018;São Paulo;R$ 3.500,00;;;;
HL9962; Android ;1;João;Matheus;42;5/19/2018;São Paulo;R$ 3.400,00;;;;
HL2714; Tablet ;1;Andressa;Rotsztejn;25;8/25/2018;São Paulo;R$ 1.600,00;;;;
HL1148; Câmera ;5;Natalia;Andrade;78;09/05/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL7348; SmartWatch ;2;Juliana;Silva;80;5/17/2018;São Paulo;R$ 1.400,00;;;;
HL4379; Televisão ;3;Pedro;Lyra;84;10/25/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL4379; Televisão ;1;Cézar;Santos;33;7/27/2018;São Paulo;R$ 2.500,00;;;;
HL4379; Televisão ;2;Sandy;Figueiredo;83;7/15/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1918; iPhone ;5;Ana;Silva;85;6/23/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1148; Câmera ;4;Juliana;Goes;23;8/19/2018;Goiânia;R$ 2.100,00;;;;
HL7348; SmartWatch ;1;Juliana;Barreira;79;1/31/2018;Fortaleza;R$ 1.400,00;;;;
HL1918; iPhone ;5;Bruno;Barcessat;23;10/28/2018;São Paulo;R$ 5.300,00;;;;
HL4379; Televisão ;5;Luiza;Cabral;44;12/03/2018;São Paulo;R$ 2.500,00;;;;
HL2714; Tablet ;4;Aline;Morais;22;1/23/2018;Belo Horizonte;R$ 1.600,00;;;;
HL2714; Tablet ;3;José;Fonseca;87;10/06/2018;São Paulo;R$ 1.600,00;;;;
HL4379; Televisão ;2;Morgana;Correa;62;09/04/2018;São Paulo;R$ 2.500,00;;;;
HL2714; Tablet ;2;Isabela;Rodrigues;57;7/24/2018;Belo Horizonte;R$ 1.600,00;;;;
HL1918; iPhone ;2;Rodrigo;Alves;45;11/19/2018;Fortaleza;R$ 5.300,00;;;;
HL2714; Tablet ;1;Catarina;Teixeira;53;03/09/2018;Recife;R$ 1.600,00;;;;
HL1148; Câmera ;5;Antonio;Bernhardt;59;1/17/2018;Curitiba;R$ 2.100,00;;;;
HL4379; Televisão ;3;Iuri;Barbosa;55;8/18/2018;Porto Alegre;R$ 2.500,00;;;;
HL1148; Câmera ;2;Victor;Lira;86;5/28/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL4379; Televisão ;5;Lucas;Lemos;46;08/12/2018;Fortaleza;R$ 2.500,00;;;;
HL9962; Android ;2;Jonatas;Passos;50;9/18/2018;Curitiba;R$ 3.400,00;;;;
HL7348; SmartWatch ;5;Wendela;Mariz;87;5/24/2018;Fortaleza;R$ 1.400,00;;;;
HL2714; Tablet ;5;Bárbara;Cavalcante;57;6/18/2018;Porto Alegre;R$ 1.600,00;;;;
HL4379; Televisão ;3;Aline;Andrade;19;10/07/2018;Belo Horizonte;R$ 2.500,00;;;;
HL1918; iPhone ;4;Lucas;Baptista;20;04/11/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;1;Bruna;Franco;33;12/02/2018;São Paulo;R$ 5.300,00;;;;
HL8851; Notebook ;4;Daniel;Felippe;70;9/15/2018;São Paulo;R$ 3.500,00;;;;
HL1918; iPhone ;3;Izabel;Miura;58;11/07/2018;Recife;R$ 5.300,00;;;;
HL4379; Televisão ;5;William;Mendonça;60;11/25/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1148; Câmera ;5;Mateus;Franco;84;10/17/2018;Salvador;R$ 2.100,00;;;;
HL1148; Câmera ;4;Letícia;Leal;47;11/10/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL2714; Tablet ;3;João;Menezes;23;9/26/2018;Recife;R$ 1.600,00;;;;
HL1918; iPhone ;5;Rachel;Silva;56;11/16/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;5;Bianca;Paz;78;01/02/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;1;Rodrigo;Ramos;36;05/06/2018;Fortaleza;R$ 5.300,00;;;;
HL1148; Câmera ;4;Juliana;Barreira;66;08/01/2018;Salvador;R$ 2.100,00;;;;
HL1918; iPhone ;5;Tadeu;Sousa;52;5/28/2018;São Paulo;R$ 5.300,00;;;;
HL7348; SmartWatch ;1;Vanessa;Bach;27;05/12/2018;São Paulo;R$ 1.400,00;;;;
HL7348; SmartWatch ;1;Adrielle;Gabriel;75;02/10/2018;São Paulo;R$ 1.400,00;;;;
HL4379; Televisão ;3;Marina;Miranda;88;10/16/2018;São Paulo;R$ 2.500,00;;;;
HL4379; Televisão ;3;Lucas;Lima;85;7/18/2018;Porto Alegre;R$ 2.500,00;;;;
HL1918; iPhone ;5;Caio;Affonso;38;3/24/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;2;Norman;Jimbo;22;11/15/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL2714; Tablet ;3;Laís;Oliveira;72;12/17/2018;São Paulo;R$ 1.600,00;;;;
HL1148; Câmera ;4;Gabriel;Soares;22;11/07/2018;Salvador;R$ 2.100,00;;;;
HL2714; Tablet ;4;Carolina;Carneiro;83;08/10/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL1918; iPhone ;3;Raísa;Rodrigues;26;10/27/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;3;Elena;Barreto;82;08/04/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;1;Bruno;Ursulino;60;09/11/2018;Curitiba;R$ 5.300,00;;;;
HL1918; iPhone ;5;Guilherme;Monteiro;66;11/09/2018;Goiânia;R$ 5.300,00;;;;
HL1918; iPhone ;4;Rafaela;Gomes;47;3/26/2018;Goiânia;R$ 5.300,00;;;;
HL1918; iPhone ;5;Milena;Alcoforado;85;3/19/2018;Salvador;R$ 5.300,00;;;;
HL1918; iPhone ;3;Rafaela;Gomes;28;06/02/2018;Porto Alegre;R$ 5.300,00;;;;
HL1148; Câmera ;2;Henrique;Oliveira;59;09/07/2018;São Paulo;R$ 2.100,00;;;;
HL1918; iPhone ;3;Arthur;Souza;44;12/31/2018;Porto Alegre;R$ 5.300,00;;;;
HL8851; Notebook ;2;Alon;Guedes;73;2/25/2018;Curitiba;R$ 3.500,00;;;;
HL1148; Câmera ;1;Eduardo;Soares;51;2/15/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL2714; Tablet ;4;Bruna;Soares;88;3/28/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL4379; Televisão ;1;Arthur;Fernandes;48;09/02/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL2714; Tablet ;3;Victor;Lira;33;5/16/2018;Curitiba;R$ 1.600,00;;;;
HL1918; iPhone ;3;Juliana;Mesquita;26;12/28/2018;Salvador;R$ 5.300,00;;;;
HL7348; SmartWatch ;1;Michelle;Figueiredo;76;3/27/2018;Fortaleza;R$ 1.400,00;;;;
HL2714; Tablet ;2;Arthur;Rocha;38;2/17/2018;São Paulo;R$ 1.600,00;;;;
HL8851; Notebook ;1;Anderson;Martins;28;06/06/2018;Recife;R$ 3.500,00;;;;
HL4379; Televisão ;5;Adriane;Chagas;36;1/20/2018;São Paulo;R$ 2.500,00;;;;
HL4379; Televisão ;5;Thales;Portillo;50;7/23/2018;Porto Alegre;R$ 2.500,00;;;;
HL1148; Câmera ;5;Beatriz;Perdomo;80;09/01/2018;Salvador;R$ 2.100,00;;;;
HL1148; Câmera ;5;Beatriz;Rocha;29;12/28/2018;Curitiba;R$ 2.100,00;;;;
HL4379; Televisão ;1;Gabriel;Brito;60;03/07/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL9962; Android ;3;Gustavo;Azevedo;79;03/02/2018;Porto Alegre;R$ 3.400,00;;;;
HL9962; Android ;1;Andre;Nóbrega;20;03/07/2018;Salvador;R$ 3.400,00;;;;
HL4379; Televisão ;3;Adrielle;Gabriel;88;09/08/2018;Salvador;R$ 2.500,00;;;;
HL2714; Tablet ;4;Alon;Palmeira;58;10/23/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL9962; Android ;3;Anna;Figueiredo;63;5/16/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL8851; Notebook ;2;Raíza;Lopes;40;6/21/2018;São Paulo;R$ 3.500,00;;;;
HL1918; iPhone ;1;Renan;Cunha;79;1/13/2018;São Paulo;R$ 5.300,00;;;;
HL7348; SmartWatch ;1;Cézar;Santos;81;11/17/2018;Fortaleza;R$ 1.400,00;;;;
HL9962; Android ;4;Hércules;Moreira;41;08/01/2018;Fortaleza;R$ 3.400,00;;;;
HL2714; Tablet ;1;Ives;Barbosa;49;4/27/2018;Fortaleza;R$ 1.600,00;;;;
HL9962; Android ;2;José;Jesus;83;12/05/2018;Fortaleza;R$ 3.400,00;;;;
HL2714; Tablet ;1;Rebeca;Taylor;22;05/09/2018;Recife;R$ 1.600,00;;;;
HL4379; Televisão ;5;Guilherme;Lima;39;05/09/2018;Fortaleza;R$ 2.500,00;;;;
HL1918; iPhone ;2;Raul;Junqueira;65;9/24/2018;Belo Horizonte;R$ 5.300,00;;;;
HL1918; iPhone ;5;Cézar;Santos;41;10/11/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL4379; Televisão ;4;Izabel;Miura;44;10/27/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL7348; SmartWatch ;5;Ives;Teixeira;38;10/31/2018;Fortaleza;R$ 1.400,00;;;;
HL9962; Android ;1;Lívia;Marques;71;5/26/2018;Salvador;R$ 3.400,00;;;;
HL2714; Tablet ;5;Lucas;Costa;90;04/08/2018;São Paulo;R$ 1.600,00;;;;
HL1918; iPhone ;5;Lucas;Monte;36;12/25/2018;Fortaleza;R$ 5.300,00;;;;
HL4379; Televisão ;2;William;Mendonça;74;3/27/2018;Goiânia;R$ 2.500,00;;;;
HL1918; iPhone ;5;Thainá;Binello;47;9/22/2018;São Paulo;R$ 5.300,00;;;;
HL2714; Tablet ;1;Lucas;Lemos;27;11/15/2018;Belo Horizonte;R$ 1.600,00;;;;
HL1918; iPhone ;1;Stefan;Nunes;29;11/24/2018;Porto Alegre;R$ 5.300,00;;;;
HL8851; Notebook ;3;Mariana;Baptista;71;2/28/2018;Porto Alegre;R$ 3.500,00;;;;
HL8851; Notebook ;5;Vitor;Campos;50;8/24/2018;Fortaleza;R$ 3.500,00;;;;
HL7348; SmartWatch ;2;Maria;Cardoso;54;6/17/2018;São Paulo;R$ 1.400,00;;;;
HL2714; Tablet ;5;Patrícia;Ferreira;90;02/03/2018;Porto Alegre;R$ 1.600,00;;;;
HL1148; Câmera ;4;Gabriela;Mello;51;6/20/2018;Fortaleza;R$ 2.100,00;;;;
HL1918; iPhone ;4;Gustavo;Aragão;43;5/22/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;4;Lara;Moreira;30;12/23/2018;Fortaleza;R$ 5.300,00;;;;
HL1148; Câmera ;2;Hiaiune;Valim;76;1/30/2018;São Paulo;R$ 2.100,00;;;;
HL8851; Notebook ;3;Fabio;Sepúlveda;79;03/12/2018;Salvador;R$ 3.500,00;;;;
HL4379; Televisão ;2;Gabriel;Rubim;77;05/03/2018;São Paulo;R$ 2.500,00;;;;
HL7348; SmartWatch ;2;Bianca;Allevato;55;3/20/2018;Salvador;R$ 1.400,00;;;;
HL7348; SmartWatch ;4;Bruno;Oliveira;72;03/02/2018;Salvador;R$ 1.400,00;;;;
HL4379; Televisão ;4;Rebeca;Taylor;57;5/26/2018;São Paulo;R$ 2.500,00;;;;
HL1918; iPhone ;2;Ana;Júnior;38;10/27/2018;Porto Alegre;R$ 5.300,00;;;;
HL8851; Notebook ;5;Luíza;Goulart;71;03/01/2018;Curitiba;R$ 3.500,00;;;;
HL1918; iPhone ;1;David;Vasconcelos;60;1/29/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL2714; Tablet ;2;Carolina;Alfradique;29;06/09/2018;Curitiba;R$ 1.600,00;;;;
HL1918; iPhone ;5;Samara;Pinto;85;04/03/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;2;Joyce;Medina;77;1/13/2018;São Paulo;R$ 5.300,00;;;;
HL7348; SmartWatch ;4;Victor;Oliveira;35;09/07/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL1918; iPhone ;3;Bruna;Silveira;22;01/05/2018;Salvador;R$ 5.300,00;;;;
HL2714; Tablet ;3;Leandro;Melo;23;2/28/2018;Belo Horizonte;R$ 1.600,00;;;;
HL8851; Notebook ;2;Clara;Silveira;20;9/16/2018;Goiânia;R$ 3.500,00;;;;
HL1918; iPhone ;3;Daniel;Valente;87;12/28/2018;São Paulo;R$ 5.300,00;;;;
HL4379; Televisão ;1;João;Rodrigues;47;5/28/2018;Salvador;R$ 2.500,00;;;;
HL1918; iPhone ;1;Raissa;Maia;46;8/19/2018;Recife;R$ 5.300,00;;;;
HL4379; Televisão ;2;Bruno;Mota;34;1/15/2018;São Paulo;R$ 2.500,00;;;;
HL8851; Notebook ;4;Thiago;Miura;63;7/15/2018;Fortaleza;R$ 3.500,00;;;;
HL1918; iPhone ;4;Carolina;Bernardes;66;07/07/2018;São Paulo;R$ 5.300,00;;;;
HL1148; Câmera ;2;Rogério;Gentile;89;10/13/2018;Belo Horizonte;R$ 2.100,00;;;;
HL8851; Notebook ;3;Caio;Vianna;21;7/21/2018;Salvador;R$ 3.500,00;;;;
HL7348; SmartWatch ;3;Julia;Aliani;51;11/28/2018;Belo Horizonte;R$ 1.400,00;;;;
HL9962; Android ;3;Raphael;Coelho;62;3/13/2018;São Paulo;R$ 3.400,00;;;;
HL1918; iPhone ;5;Guido;Monteiro;42;12/28/2018;São Paulo;R$ 5.300,00;;;;
HL1148; Câmera ;1;Milena;Alcoforado;24;3/17/2018;São Paulo;R$ 2.100,00;;;;
HL1148; Câmera ;4;Victor;Gomes;44;05/08/2018;Belo Horizonte;R$ 2.100,00;;;;
HL4379; Televisão ;1;Maria;Gasperi;71;8/25/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL8851; Notebook ;4;Lucas;Monte;55;9/27/2018;Curitiba;R$ 3.500,00;;;;
HL9962; Android ;4;Michelle;Pereira;85;6/14/2018;Fortaleza;R$ 3.400,00;;;;
HL8851; Notebook ;5;Diego;Mello;85;04/02/2018;Salvador;R$ 3.500,00;;;;
HL1148; Câmera ;2;Hygor;Essaber;38;5/27/2018;Salvador;R$ 2.100,00;;;;
HL1918; iPhone ;5;Marcos;Nucci;74;05/11/2018;Curitiba;R$ 5.300,00;;;;
HL4379; Televisão ;2;David;Assumpção;35;10/25/2018;Goiânia;R$ 2.500,00;;;;
HL1918; iPhone ;4;Pedro;Costa;72;5/21/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;4;Eduardo;Veiga;76;06/03/2018;Recife;R$ 2.500,00;;;;
HL8851; Notebook ;5;Alvaro;Kranz;48;7/21/2018;Curitiba;R$ 3.500,00;;;;
HL1918; iPhone ;2;Lucas;Fontoura;42;8/31/2018;Salvador;R$ 5.300,00;;;;
HL9962; Android ;2;Rachel;Restum;59;8/22/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL4379; Televisão ;5;Camilla;Cardeman;28;11/20/2018;Goiânia;R$ 2.500,00;;;;
HL4379; Televisão ;5;Carlos;Azevedo;31;2/13/2018;Fortaleza;R$ 2.500,00;;;;
HL1918; iPhone ;2;Anderson;Cavalcanti;76;10/17/2018;Fortaleza;R$ 5.300,00;;;;
HL4379; Televisão ;1;Julie;Ferreira;35;4/19/2018;Goiânia;R$ 2.500,00;;;;
HL2714; Tablet ;1;Fabio;Ramos;26;12/15/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL2714; Tablet ;5;Luã;Sá;42;4/16/2018;Belo Horizonte;R$ 1.600,00;;;;
HL4379; Televisão ;3;Alexandre;Dantas;18;01/09/2018;Porto Alegre;R$ 2.500,00;;;;
HL1918; iPhone ;5;Ana;Felippe;46;7/22/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;4;Letícia;Leal;37;11/14/2018;São Paulo;R$ 2.500,00;;;;
HL1918; iPhone ;4;Carolina;Brum;29;4/27/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL7348; SmartWatch ;1;Letícia;Rodrigues;72;1/16/2018;Salvador;R$ 1.400,00;;;;
HL8851; Notebook ;5;Julia;Leig;46;4/19/2018;São Paulo;R$ 3.500,00;;;;
HL8851; Notebook ;4;Beatriz;Biase;82;7/28/2018;Fortaleza;R$ 3.500,00;;;;
HL7348; SmartWatch ;2;Daniel;Nauenberg;32;05/03/2018;Salvador;R$ 1.400,00;;;;
HL4379; Televisão ;1;Rilson;Guedes;68;2/16/2018;Salvador;R$ 2.500,00;;;;
HL1918; iPhone ;4;Gabriela;Aliani;67;7/24/2018;São Paulo;R$ 5.300,00;;;;
HL4379; Televisão ;2;Lucas;Costa;78;6/28/2018;Salvador;R$ 2.500,00;;;;
HL1918; iPhone ;1;Natali;Rangel;87;01/09/2018;Porto Alegre;R$ 5.300,00;;;;
HL7348; SmartWatch ;2;Clara;Bruno;89;12/10/2018;Fortaleza;R$ 1.400,00;;;;
HL1918; iPhone ;4;Isabella;Santos;44;9/28/2018;Curitiba;R$ 5.300,00;;;;
HL1918; iPhone ;4;Douglas;Rodrigues;78;5/18/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;4;Vanessa;Neves;25;8/28/2018;Curitiba;R$ 5.300,00;;;;
HL2714; Tablet ;1;Thainá;Binello;66;5/25/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL1918; iPhone ;3;Victor;Firmino;69;3/31/2018;Porto Alegre;R$ 5.300,00;;;;
HL2714; Tablet ;2;Bruna;Ramos;42;8/22/2018;São Paulo;R$ 1.600,00;;;;
HL1148; Câmera ;3;Marcos;Nucci;80;05/07/2018;São Paulo;R$ 2.100,00;;;;
HL4379; Televisão ;1;Priscila;Carvalho;76;02/05/2018;Recife;R$ 2.500,00;;;;
HL1918; iPhone ;1;Rodrigo;Souza;69;10/02/2018;Salvador;R$ 5.300,00;;;;
HL1918; iPhone ;5;Henrique;Lencastre;24;11/23/2018;São Paulo;R$ 5.300,00;;;;
HL1148; Câmera ;3;Luiza;Johnson;36;4/21/2018;Salvador;R$ 2.100,00;;;;
HL9962; Android ;2;Raphael;Kurtz;50;10/03/2018;São Paulo;R$ 3.400,00;;;;
HL1148; Câmera ;1;Julie;Ferreira;69;12/19/2018;Salvador;R$ 2.100,00;;;;
HL8851; Notebook ;5;Myllena;Carneiro;43;04/04/2018;Goiânia;R$ 3.500,00;;;;
HL4379; Televisão ;3;Luíza;Goulart;28;09/06/2018;Salvador;R$ 2.500,00;;;;
HL4379; Televisão ;5;Ruan;Gonçalves;55;03/05/2018;Curitiba;R$ 2.500,00;;;;
HL1918; iPhone ;1;Matheus;Delgado;79;5/20/2018;Fortaleza;R$ 5.300,00;;;;
HL2714; Tablet ;3;Lucas;Valim;23;05/02/2018;Recife;R$ 1.600,00;;;;
HL1918; iPhone ;3;Paula;Carneiro;33;3/18/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;2;Juliana;Silva;51;6/26/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;1;Jéssica;Netto;23;01/08/2018;Fortaleza;R$ 5.300,00;;;;
HL4379; Televisão ;2;Luiz;Freire;56;1/20/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1918; iPhone ;5;Bianca;Paz;46;12/26/2018;São Paulo;R$ 5.300,00;;;;
HL1148; Câmera ;5;Brenno;Santos;90;12/01/2018;São Paulo;R$ 2.100,00;;;;
HL7348; SmartWatch ;3;Paloma;Sperandei;58;02/09/2018;Porto Alegre;R$ 1.400,00;;;;
HL8851; Notebook ;3;Guilherme;Castilho;79;9/16/2018;Porto Alegre;R$ 3.500,00;;;;
HL1148; Câmera ;3;Pedro;Santos;36;12/24/2018;Belo Horizonte;R$ 2.100,00;;;;
HL1918; iPhone ;4;Paulo;Campos;74;10/06/2018;Curitiba;R$ 5.300,00;;;;
HL4379; Televisão ;2;Michelle;Pereira;58;02/10/2018;Salvador;R$ 2.500,00;;;;
HL2714; Tablet ;5;Tayla;Lima;51;1/27/2018;Fortaleza;R$ 1.600,00;;;;
HL8851; Notebook ;5;Michelle;Pereira;47;03/01/2018;Fortaleza;R$ 3.500,00;;;;
HL7348; SmartWatch ;2;Gustavo;Accardo;74;06/04/2018;São Paulo;R$ 1.400,00;;;;
HL1918; iPhone ;1;Izabel;Miura;80;05/12/2018;Goiânia;R$ 5.300,00;;;;
HL8851; Notebook ;5;Maria;Motta;62;06/09/2018;Fortaleza;R$ 3.500,00;;;;
HL4379; Televisão ;5;Thayane;Resende;52;12/12/2018;São Paulo;R$ 2.500,00;;;;
HL7348; SmartWatch ;5;Mariana;Barrozo;82;06/05/2018;São Paulo;R$ 1.400,00;;;;
HL4379; Televisão ;1;Joyce;Medina;81;10/24/2018;Salvador;R$ 2.500,00;;;;
HL2714; Tablet ;4;Jonatas;Passos;21;08/11/2018;Porto Alegre;R$ 1.600,00;;;;
HL1918; iPhone ;5;Rojane;Lima;48;9/24/2018;Goiânia;R$ 5.300,00;;;;
HL4379; Televisão ;2;Cézar;Santos;38;4/15/2018;Fortaleza;R$ 2.500,00;;;;
HL7348; SmartWatch ;1;Jonas;Gomes;90;04/10/2018;Porto Alegre;R$ 1.400,00;;;;
HL4379; Televisão ;2;Ana;Soledade;41;3/18/2018;Recife;R$ 2.500,00;;;;
HL1918; iPhone ;5;Letícia;Leal;45;04/07/2018;Recife;R$ 5.300,00;;;;
HL9962; Android ;1;Natalia;Marinho;20;7/18/2018;Fortaleza;R$ 3.400,00;;;;
HL4379; Televisão ;1;Gustavo;Guimarães;78;12/11/2018;Salvador;R$ 2.500,00;;;;
HL1918; iPhone ;4;Antonio;Bernhardt;77;11/09/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;4;Luiza;Procaci;50;4/19/2018;Goiânia;R$ 5.300,00;;;;
HL4379; Televisão ;1;Ana;Felippe;61;11/18/2018;Curitiba;R$ 2.500,00;;;;
HL4379; Televisão ;5;Carolina;Rocha;30;11/29/2018;Porto Alegre;R$ 2.500,00;;;;
HL4379; Televisão ;3;Luiza;Ribeiro;74;3/25/2018;São Paulo;R$ 2.500,00;;;;
HL7348; SmartWatch ;1;Tayla;Lima;70;11/09/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL1918; iPhone ;1;Juliana;Silva;86;8/19/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;4;Lucas;Assunção;71;7/27/2018;Fortaleza;R$ 5.300,00;;;;
HL9962; Android ;2;Ana;Soledade;67;02/03/2018;São Paulo;R$ 3.400,00;;;;
HL9962; Android ;2;Thiago;Nóbrega;87;11/11/2018;Belo Horizonte;R$ 3.400,00;;;;
HL9962; Android ;2;Fabio;Boccaletti;19;10/24/2018;Salvador;R$ 3.400,00;;;;
HL1918; iPhone ;1;Bruno;Oliveira;55;3/26/2018;Salvador;R$ 5.300,00;;;;
HL8851; Notebook ;5;Bruna;Rosa;28;6/27/2018;Porto Alegre;R$ 3.500,00;;;;
HL1148; Câmera ;4;Yasser;Calbucci;83;7/27/2018;Salvador;R$ 2.100,00;;;;
HL8851; Notebook ;1;Lucas;Neto;56;05/02/2018;Goiânia;R$ 3.500,00;;;;
HL1918; iPhone ;1;Debora;Silva;71;4/20/2018;Salvador;R$ 5.300,00;;;;
